artist,song_name,pallavi,anupallavi,f_caranam,l_caranam,no_caranam,no_ap
Tyagaraja,song308.txt,"pallavi
dEva rAma rAma mahAdEva rAghava mahA <EOP>
","anupallavi
bhAvajAri rUpakhEla bhAva bhAvanAva mahA <EOP>
",,"caraNam
shankara karuNAkarAnisham karadhrta shara bhakta va
shankara danujA hava nishshanka rasika tyAgarAja <EOS>
",1,1
Tyagaraja,song309.txt,"pallavi
lEmidelpa pedda levaru lErO <EOP>
","anupallavi
A mahimalella mAni I mahilO buTTirO <EOP>
",,"caraNam
nI rUpamuna bUni manasu nirmalulai yuNDa lEdA dharAdharAbha sharIra tyAgarAja vinuta <EOS>
",1,1
Tyagaraja,song310.txt,"pallavi
rAma rAma rAma nApai nI daya rAka uNDavaccunA O rAma <EOP>
",,"caraNam
tanayuni E jAtiyaina brOvani talliyu bhuvini galadA O rAma <EOP>
tanaku tAnu vancana cEsukonu dhanavantuDu galadA O rAma <EOP>
ilanu niscayamuga nIvu lEni tAvendainanu galada O rAma <EOP>
sutuni mATaku talli taNDrulu asUya bADuta galada O rAma <EOP>
brahma niSuDainaTTi A ghanuniki prabala vancana galada O rAma <EOP>
tolli jEyu karmamanu bhavimpakanu tOyuvAru galarA O rAma <EOP>
kanaka taramu lAsalEni samsArulu kalanainanu galarA rAma <EOP>
","caraNam
nirvikAra shrI tyAgarAjuniki ninnu vinA galarA O rAma <EOS>
",8,0
Tyagaraja,song311.txt,"pallavi
koluvamare gada kOdaNDapANi <EOP>
","anupallavi
naluvaku balukula celiyaku rukmiNiki lalitaku sItaku lakSmaNuni karudaina <EOP>
","caraNam
vEkuvajAmuna velayucu tambura jEkoni guNamula jeluvonda bADacu
shrIkarunikA shrta cintAmaNuniki nAkalid ra pAlAragimpanu jEsE <EOP>
vinavayya sariprodduvEla nAthuniki canuvuna pann Ta snAnamu gAvinci 
ghanuniki divya bhOjanamunu beTTi kammani viDa mosangucu maravaka sEvincEDu <EOP>
","caraNam
bhAgavatalu gUDi bAguga ghananaya rAgamulacE dIpArAdhana monarinci 
vEgamE shrI hari virulapai pavvaLinci jOkotti tyAgarAju sumukhuni lEpEdu <EOS>
",3,1
Tyagaraja,song312.txt,"pallavi
nADADina mATa nEDu tappu valadu nA taNDri shrI rAma <EOP>
","anupallavi
EDADi nADuga eDabAyani vAni pODimiga gApADudunani cinna <EOP>
",,"caraNam
talaku vaccina bAdha talapAgaku sEtu valaci nammina vAni valalOna dagaludu
ila bhakti sAgara mIda jEtunani talabOsi palkitivE tyAgarAjArcita <EOS>
",1,1
Tyagaraja,song313.txt,"pallavi
vaddanE vAru lEru <EOP>
","anupallavi
addampu mOmunu jUDanEnanaya mangaLArcitE jUci <EOP>
",,"caraNam
kOrika lilalO divilO koncamaina lEni nA manasu dAri teliya 
deivamu nIvu sumi tyAgarAja hrd-bhUSaNa ninu vinA <EOS>
",1,1
Tyagaraja,song314.txt,"pallavi
rakSimpavE shrI rajata nilaya vrSabhadvAjananda mOkSa vara dAyaka <EOP>
","anupallavi
kukSilO prapancamunu nirvahincina nIku pakSa pATamu gAdurA praNatArthihara nannu <EOP>
",,"caraNam
dakSiNa kailAsamandu dikSitO vasiyunci kAmAkSi kaliki I jagat sAkSiga uNDi nI vikSinci 
shrI tyAgarAjuni gAvincuTa rakSimpu upEkSitamu ElarA uraga bhUSaNa nannu <EOS>
",1,1
Tyagaraja,song315.txt,"pallavi
alakalalla lADaga gani yA rANmuni yeTu pongenO <EOP>
","anupallavi
celuchu mIraganu mArIcuni mada manacuvEla <EOP>
",,"caraNam
muni kanu saiga delisi shivadhanuvunu viricE
samayamuna tyAgarAja vinutuni  mOmuna ranjillu <EOS>
",1,1
Tyagaraja,song316.txt,"pallavi
sarasIruha nayana nI kaTAkSamE cAlu sajjana jIvana <EOP>
","anupallavi
mIna mArbhakula kAminci dAna mI lankanu jUcinaTla <EOP>
","caraNam
sAdhu sangati nEnu salipina aTla mAdhurya bhOjna maTu jEsinaTla <EOP>
dhana kanakamu lella dagilina aTla dinamu durAsalu dIrina aTla <EOP>
simhAsanamuna jelagina aTla brahmEndra paTTanubhava mandinaTla <EOP>
nAlugokka padi bhuvana mElinaTla kalugu kulamulella kaDatErinaTla <EOP>
","caraNam
rAjIva bhavanuta ramaNiya carita rAjillu shrI tyAgarAjAdi vinuta <EOS>
",5,1
Tyagaraja,song317.txt,"pallavi
raghupatE rAma rAkSasa bhIma <EOP>
","anupallavi
bhrgu sUta mada haraNa muni brnda vandita caraNa <EOP>
","caraNam
sarasIruha nayana sajjana hrdaya nikEtana dharaNIdhara dhIra 
sItAmanOhara niravadhi sukhadApramEya nirupama nArada 
sukhEya kara dhrta sharajAla nIla ghana varNAmara pAla <EOP>
taruNAruNa nibhacaraNa darani vamsha vibhUSaNa 
varuNAlaya mada damana vAraNAvana karuNAkara girIsha 
cApa khaNDana nirjita tApa paripUrNAvatAra para bhAmini dUra <EOP>
","caraNam
hari haya pankaja bhavanuta puravairi parAshara hita naravara 
vESa tAraka nAmadEya svarajita ghanarava parEsha shata 
bhAskara sankAsha paripAlita tyAgarAja pAhi bhakta samAja <EOS>
",3,1
Tyagaraja,song318.txt,"pallavi
shara shara samaraika suRa sharadhi mada vihAra <EOP>
","anupallavi
sura ripu mUla balamanu tUla girula kanala samamau shrI rAma <EOP>
",,"caraNam
toli jEsina pApa vana kuTAramA kalanaina sEyagA lEni balu vilunu 
virici velasina shrI raghukula vara brOvumu tyAgarAjanuta <EOS>
",1,1
Tyagaraja,song319.txt,"pallavi
cAlu cAlu nI yuktulu naDuvadu sArasAkSa shrI krSNa <EOP>
","anupallavi
shUla dharAdula karudaina mammugUDi sukhamulanu bhavimpave shrI krSNa <EOP>
","caraNam
Adhara radanamula gani sokkucu mE mAsinci vaccitimi budha rakSaka 
shalya sArathya monarinci bonku-tEruga maitimi shrI krSNa <EOP>
kaNDa cakkera vanTi balukulu vini mEmu kAminci vaccitimi 
unDiyuNDi bAluni gilli mari toTla ucunaderuga maitimi shrI krSNa <EOP>
","caraNam
tyAgarAja nutuDani ati prematO tarunulu vaccitimi bhOgi shayana
mA mATalu mIraku buddhishAli vaudusum  shrI krSNa <EOS>
",3,1
Tyagaraja,song320.txt,"pallavi
evaru teliyaka boyyEru nI mahimalu <EOP>
","anupallavi
bhuvilO vAramu nAgapuramuna ganugoNTi lavalEshamainanu nIlAyatAkSi sAmarthya <EOP>
","caraNam
karagu bangAru valvagaTTi nIrjarataru virulanu goppu niNDajuTTi sogasumIra 
karamuna jilukanu baTTi adiyu gAka haruni yaTTiTTADincinaTTi nI lIlanu <EOP>
hari bramhAdulu ninnu gOlva nAvELala sura viribOnulandamutO nilva namara vara
taruNulu nATyamuce gOlva nanniyu jUci karuNA rasamu jilki bilva naTTi nI daya <EOP>
","caraNam
nAgabhUSaNuniki rAnivaina ninnu vinA gati evvaru nIlavEni bhaktula pAli bhAga-
dEyamaina sharvAni satatamunu tyAgarAju balkina vANi priyamainaTTi <EOS>
",3,1
Tyagaraja,song321.txt,"pallavi
upacAramulanu cEkonavayya uragarAja shayana <EOP>
","anupallavi
capala kOTi nibhAmbara dhara shrI jAnakIpati daya cEsi nADu <EOP>
","caraNam
kapaTa nATaka sUtra dhArivai kAmita phalamu losagE rAma
aparimita navaratnamulu poDigina aparanji gODugu nIkE tagunayya <EOP>
merupu tigala rItini merasE karaku bangAru kAda lamarina 
sharadindu dhyuti samAnamau cAmara yugamulu nIkE tagunayya <EOP>
","caraNam
jAjulu sampangulu mruvamu vira kuruvEru vAsanalanu virAja 
mAnamagu vyajanamu tyAgarAja vinuta nIkE tagunayya <EOS>
",3,1
Tyagaraja,song322.txt,"pallavi
suguNamulE jeppukoNTi sundara raghurAma <EOP>
","anupallavi
vagalerunga lEka iTu vattu vanucu durAsacE <EOP>
",,"caraNam
snAnAdi su-karmambulu vEda dhyAnambu leruga 
shrI nAyaka kSimiyincumu shrI tyAgarAjanuta <EOS>
",1,1
Tyagaraja,song323.txt,"pallavi
rAkA shashi vadana inka parAkA <EOP>
","anupallavi
nI kA guNamu kArAdava nI kAnta karuNA svAnta <EOP>
","caraNam
nammiyunna nija dAsulaku nammikala nosagi maraturA 
tammikanula nokapri nanu daya jUDa rAdA mariyAdA <EOP>
pAripAri ninn-anudinamukOri kOrina vArani 
Idari brOcitivA mAyAdhri rArA ElukOrA <EOP>
","caraNam
nIvE delusukoNDu vanucunu bhAvincucunu nEnu 
nI pAda sEva jEsiti mahAnubhAva tyAgarAjunipai <EOS>
",3,1
Tyagaraja,song324.txt,"pallavi
kSIrasAgara vihAra aparimita ghOra pAdaka vidAra krUra
jana gaNa vidAra nigama sancAra sundara sharIra <EOP>
",,"caraNam
shata maghAhita vibhanga shrI rAma shamana ripu sannutAnga 
shrta mAnavAntaranga janakajA shrngAra jalaja bhrnga <EOP>
","caraNam
rAjAdhi rAja vESa shrI rAma ramanIya kara subhUSa 
rAjanuta lalita bhASa shrI tyAgarAjadi bhakta pOSa <EOS>
",2,0
Tyagaraja,song325.txt,"pallavi
rArA nannElukOrA shrI raghuvIra nannEca mErA <EOP>
","anupallavi
sArasAra udAra akhilAdhAra adbhUtaguNa dhArALamuga <EOP>
","caraNam
dhArA dharAbha sharIra nAyeDa nIvu nEramennaka yAdukOra shrI rAma
samsAra kAnana vihAruDaina nAku sharamau nAmamE tAraka maura <EOP>
sItA hrt-kamala khadyOptAjana pArijAtA ghananidhi pOtabja 
hitakula jAtarakSincu vidhAta janaka iSTa dAtavaina sAkEtagArA <EOP>
","caraNam
rA jAgEla dharajAmAtavaina jAlerigi O Ajnubahuda 
virAjamAna dvija rAjAnana sura rAjArcita tyAgarAja nutAja <EOS>
",3,1
Tyagaraja,song326.txt,"pallavi
vAcAma gOcaramE manasA varNimpa taramE rAma mahima <EOP>
","anupallavi
rEcAri mArIcuni baDaga goTTi reNDO vAni shikhi kosagEne <EOP>
",,"caraNam
mAnavatI maderingi cAmara mauTa kastramu nEya gani mAnambukai 
mEDadAcaga mAdhavuNDu gani karagi vEgamE dInArti bhanjanuDai prANa dAnambosaga 
munanu canina bANambu naTu cEdara sEya lEdA gAnalOla tyAgarAjanutu mahima <EOS>
",1,1
Tyagaraja,song327.txt,"pallavi
indukA I tanuvunu sAkina <EOP>
","anupallavi
indu mukhuDu rAka hrdayamu pagulaga nandarilO jAli jenda nIyani andar- <EOP>
","caraNam
pAmulakE mEnu balu gaTTigAnunDa nEmO kAraNamani encu cuntinEn- <EOP>
manakEla nepamani mannincirO lEka tanuvu bellamu gAdu tALadu daivam- <EOP>
","caraNam
nA jayamunu jUci nammarE dEvuni rAjillu shrI tyAgarAja varaduDu tAn- <EOS>
",3,1
Tyagaraja,song328.txt,"pallavi
mEru samAna dhIra varada raghuvIra jUtAmu rArA mahA <EOP>
","anupallavi
sArasAra oyyArapu naDalanu nIrada kAntini nIThivini mahA <EOP>
",,"caraNam
alakala muddunu tilakapu tIrunu taLuku jekkulacE danaru memmOmunu
gaLamuna shObhillu kanaka bhUSaNamula daLita durmAnava tyAgarAjArcita <EOS>
",1,1
Tyagaraja,song329.txt,"pallavi
varalIla gAnalOla sura pAla suguNa jAla bharita nIlagala
hrdAlaya shruti mUla sukaruNAlavAla pAlayasu mAm <EOP>
",,"caraNam
sura vandita Apta brnda vara mandara dhara sundara kara kundaradana
indumukha sanandana nuta nanda nandana indirAvara <EOP>
muni cintanIya svAnta narakAntaka nigamAnta carana sukAnta
kushala vAntara hitadAnta kuja vasanta santata antaka stuta <EOP>
Vara bhUSa vamsha bhUSa nata pOSaNa mrdu bhASaNa ripu
bhISaNa nara vESa nAga pESana vara sESa bhUSa tOSita anagha <EOP>
SukavIsha hrNnivEsha jagadIsha kubhava pAsha rahita shrIsha sura
gaNEsha hita jalEsha shayana kEshava shamIsha durlabha <EOP>
RaNadhIra sarva sAra sukumAra budha vihAra tanuja nIradhara
samIraNa karuNArasa paripUrNa jAra cOra pAhimAm <EOP>
Nara rakSaka nIrajAkSa vara rAkSasa mada shikSaka sura yakSa
sanaka rukSapati nuta akSa haraNa pakSa takSa shikSaka priya <EOP>
","caraNam
RaghurAja TyAgarAja nuta rAja divasa rAja nayana
bhOjaga davana janaka rAja sutA virAja rAjar Aja pUjita <EOS>
",7,0
Tyagaraja,song330.txt,"pallavi
bhajana sEya rAdA? rAma <EOP>
","anupallavi
aja rudrAdulaku satatam-Atma mantramaina rAma <EOP>
","caraNam
karuku bangAru valva katinentO merayaga ciru navvulu
gala mOgamunu cintinci cintinci <EOP>
aruNA bhAdharamuna surucira dantAvalini merayu kapOla
yugamunu niratamunanu dalaci dalaci <EOP>
","caraNam
bAguga mAnasa bhava sAgaramunanu darimpa tyAgarAju
manavini vini tArakamagu rAmanAma <EOS>
",3,1
Tyagaraja,song331.txt,"pallavi
raghunandana rAjamOhana ramiyimpavE nA manasuna <EOP>
","anupallavi
nagajAnilaja nAradAdi hrNNAlikani vAsuDaina gAni shrI <EOP>
",,"caraNam
cittamandu ninnunci prEmatO cinticu sadbhaktula nuttamOtta mulancu nA 
madinunci pUjinca lEdA tattaramu dIrcu kAraNambu nIvE tALa jAla nika tyAgarAjanuta <EOS>
",1,1
Tyagaraja,song332.txt,"pallavi
sanAtana parama pAvana ghanAghana varNa kamalAnana <EOP>
","anupallavi
tanavADanE abhimAnamu dEvamaina nIkEla glgadO <EOP>
",,"caraNam
rAjAdhipAnvaya sAgara rAju nIvai velasillitE tEjarillagA krpa jUtuvE I jagAna tyAgarAja sannuta <EOS>
",1,1
Tyagaraja,song333.txt,"pallavi
puSpapura nivAsa bhISaNa raNadhIra bhuja bala dasha kaNTha gAva vilOla <EOP>
","anupallavi
iSTa vara deivamA ingita sankEtamA duSTula dhvamsamu cEyu duritamugA rArA <EOP>
",,"caraNam
bhuvanamella tirigi cUci kamalavana sthaLamulO dhyAninci tapamu cEsina dhanyulendarO ani
evariki telisenO adi vini shrI tyAgarAja telupavE srvOttama kaTAkSamutO <EOS>
",1,1
Tyagaraja,song334.txt,"pallavi
rAmAbhirAma raghurAma O rAma <EOP>
","anupallavi
tamasamu lEla sItA manOramaNa <EOP>
","caraNam
pagajEyuTella nApAla nIdu vagalEla viDjAlavu gajEndrapAla <EOP>
nI sommu nEnaDuga lEdu niNDu mOsamau prapancamandAsa lEdu <EOP>
Asa nIyeDa tanaku bOdu nija dAsa rakSaka ninu vinA gati lEdu <EOP>
nI sari samAna mevarilalO rAma nIraja daLAkSa cikkitIra nIvalalO <EOP>
kalla lADani teliyalErO nI valla nEramugAni nE nIku vEra <EOP>
shrIpati nanu maruva taguna idi pApamE gAni eDabAya mana saguNa <EOP>
","caraNam
AjAnubAhu karamIra shrI tyAgarAjuni bhavAbdhi dATinci para mIrA <EOS>
",7,1
Tyagaraja,song335.txt,"pallavi
lOkAvana catura pAhi mAm <EOP>
","anupallavi
sAkEtAdhipa sarasa gunApramEya sarasijAsana 
sanandana vanditAnghra yuga pada nirjita muni shApa <EOP>
","caraNam
rAkAbja mukha parAkA cEntaku rAka tanakOrva taramA pAkAri vinuta 
nI kAsinciti gAka nE nanya mencanu nIdu vADanayya rAmayya <EOP>
nIlAkrti gala nI lAvaNyamu nIlAgani kanupimpavE bAlArkAbha 
sucEla vrta nannElukona manasu rAdika tALa jAla nyAyamA rAma <EOP>
","caraNam
cEpAdiga padi rUpAlanu konu cApAlankrta sundara avanIpAd-bhutamagu 
nI pAdamE gati shrIpatE varada pAlita tyAgarAja sArva bhaumAkhila <EOS>
",3,1
Tyagaraja,song336.txt,"pallavi
namO namO rAghavAyaanisham namO namO rAghavAya <EOP>
",,"caraNam
sukhanutAya dIna bAndhavE sakala lOka dayA sindhavE <EOP>
nija sEvaka kalpaka taruvE aja rudrAdyamara su-guravE <EOP>
dIna mAnava gaNapatayE dAnavAntakAya su-matayE <EOP>
vara gaja kara dulita bAhAvE sharajita dAnava subAhuvE <EOP>
ayurA rOgya dAyinE vAyu bhOgi bhOga shAyinE <EOP>
nUtana navanIta bhakSiNE bhUtalAdi sarva sAkSiNE <EOP>
shrta durita tamO rAvayE satata pAlita adbhuta kAvayE <EOP>
","caraNam
nAgarAja pAlanAya tyAgarAja sEvitAya <EOS>
",8,0
Tyagaraja,song337.txt,"pallavi
vina nAshakoni unnAnurA vishva rUpuDa nE <EOP>
","anupallavi
manasAraga vInula vindugA madhuramaina palukula <EOP>
",,"caraNam
sItA ramaNitO O mana guNTa lADi gElucuTa nokari kokaru jUci A bhAvamerigi sAkEtAdhpia 
nijamagu prEmatO balku konna nuccaTa vAtAtmaja bharatulu vinnatula tyAgarAjanuta sannuta <EOS>
",1,1
Tyagaraja,song338.txt,"pallavi
nIkE teliyakapOtE nEnEmi sEyudurA <EOP>
","anupallavi
lOkAdhAruDavayyu nAlOni prajvalincu jAli <EOP>
",,"caraNam
endendu jUcina endendu balikina endendu sEvincina
endendu pUjincina andandu nIvani tOcu tanduku nI
pAdAravindamunu dhyAnincina dendukani tyAgarAja sannuta <EOS>
",1,1
Tyagaraja,song339.txt,"pallavi
telisi rAma cintanatO nAmamu sEyavE O manasA <EOP>
","anupallavi
talapu lanni nilipi nimiSamaina tAraka rUpuni nija tatvamulanu <EOP>
","caraNam
rAmAyaNa capalakSula pEru kAmAdula pOru vAru vIru 
rAmAyaNa brahmamunaku pEru AmAnava jananArtulu dIru <EOP>
akramanucu jilleDu taru pEru markaTa buddhu leTla dIru 
arkuDanucu bhAskaruniki pEru kutarkamanu andhakAramu dIru <EOP>
","caraNam
ajamanucu mESamunaku pEru nija kOrika lElA gIDEru 
ajuDani vAgIshavaruniki pEru vijayamu galgunu tyAgarAja nutuni <EOS>
",3,1
Tyagaraja,song340.txt,"pallavi
parabrahmamunE patiyani nammitini bhavarOga shamana praNatArthi haruni <EOP>
","anupallavi
aruNa kiraNa kamalamulO bhramaramu cEsina bhakti rItilO <EOP>
",,"caraNam
tava nAmamulalO tAra tamyamu lEni shivarAma tatva smaraNamutO 
navakOTi rAma nAma meravini bhuvanamandu tyAgarAju kOrina <EOS>
",1,1
Tyagaraja,song341.txt,"pallavi
UrakE galguna rAmuni bhakti <EOP>
","anupallavi
sAreku samsAramuna jocci sAramani encuvAri manasuna <EOP>
","caraNam
Alu sutulucuTTalu varasadanAlu gAya phalAlu kanaka dhanAlu
gala vibhavala gani astirAlane bhAgyashAlulaku gAka <EOP>
manci vArini poDagAnci santatamu sEvinci manavi nAlakinci Adari 
sAdhinci sarvamu hariyanucu delisi bhAvinci madini pUjincu vAriki gAka <EOP>
","caraNam
rAjasa guNayukta pUjala monarincaka aja sannuta tyAgarAjuni jihvapai 
rAjillu vara mantra rAjamunanu sadA japincE maharAjulaku gAka <EOS>
",3,1
Tyagaraja,song342.txt,"pallavi
uyyAlalUgavayya shrI rAma <EOP>
","anupallavi
sayyAta pATalanu sat-sArvabhauma <EOP>
","caraNam
kamalajAdyakhila surulu ninu koluva vimalulaina munIndrulu 
dhyAnimpa kamanIya bhAgavatulu guNa kIrtanamulu nAlApambula sEyaga <EOP>
nAradAdulu merayacu nutiyimpa sAramulu bAga vinucu ninnu 
nammuvArala sadA brOcucu vEda sAra saphalanu jUcucu shrI rAma <EOP>
","caraNam
nava mOhanangulaina sura satulu vivaramuga bADaga nI bhAgyamA
navaratna maNTapamuna tyAgarAja vinutAkrti bUnina shrI rAma <EOS>
",3,1
Tyagaraja,song343.txt,"pallavi
A daya shrI raghuvara nEDEla rAdaya? O dayAmbudhi nI <EOP>
","anupallavi
mOdamutO sadbhakti marmamunu bOdhana jEsi sadA brOcina nI <EOP>
",,"caraNam
ninnu tiTTikoTTi himsa beTTina danniyu nannana lEdA? ennarAni nindala
tALumani mannincaga lEdA? annamu tAmbUla mosagi dEhamu minna
jEya lEdA? kannatalli taNDri mEmanucu tyAgarAjuniki baravasa mIlAdA? nI <EOS>
",1,1
Tyagaraja,song344.txt,"pallavi
amma dharma samvardhani yAdukOvamma mA <EOP>
","anupallavi
Immahini nI sari yevaramma shivuni komma mA <EOP>
","caraNam
dhAtri dhara nAyaka priyaputri madanakOTi manjuLa gAtri aruNa nIrajadaLa nEtri
nirupama shubha gAtri pITha nilayE varahasta dhrta valayE parama pavitri
bhaktapAlana dhurandhari vIrashakti nE nammina <EOP>
ambA kambukaNThi cAru kabamba gahana sancAriNI bimbAdhari taTitkOTi nI bhAbhari
dayAvardhini  shambarAri vairi hrccankari kaumAri svarajita tumburu nArada <EOP>
","caraNam
dhanyE trayambakE mUdhanyE parama yOgi hrdaya mAnyE tyAgarAjakula
sharaNyE patita pAvani kAruNya sAgari aparOkSamugArAdA sahya
kanyA tIravAsini parAtpari kAtyAyani rAmasOdari mA <EOS>
",3,1
Tyagaraja,song345.txt,"pallavi
kSIrasAgara shayana nannu cintala beTTa valEna rAma <EOP>
","anupallavi
vAraNa rAjunu brOvunu vEgamE vaccinadi vinnAnurA rAma <EOP>
",,"caraNam
nArImaNiki jIra liccinadi nADE nE vinnAnurA dhIruDau
rAmadAsuni bandhamu dIrcinadi vinnAnurA
nIrajAkSikai nIradhi dATina nI kIrtini vinnAnurA tArakanAma
tyAgarAjanuta dayatO nElukOra rAma <EOS>
",1,1
Tyagaraja,song346.txt,"pallavi
gandhamu puyyarugA pannIru gandhamu puyyarugA <EOP>
","anupallavi
andamaina adu nandanupai kundaradana liru vondaga parimaLa <EOP>
","caraNam
tilakamu diddirugA kastUri tilakamu diddirugA kala kalamanu
mukha kalagani sokkucu balukula namrtamu lolikeDu svAmiki <EOP>
celamu gaTTerugA bangAru celamu gaTTerugA mAlimitO
gOpAla pAlulatO nAlamepina vishAla nayanuni <EOP>
hAratu letterugA mutyAla hAratu letterugA nArImaNulaku
vAramu yauvana vAraka mosageDu vArijAkSuniki <EOP>
","caraNam
pUjalu sEyarugA manasAra pUjalu sEyarug  jAjulu mari
virivAjulu davanamu rAjita tyAgarAjanutu nIpai <EOS>
",4,1
Tyagaraja,song347.txt,"pallavi
ninnE bhajana sEyu vADanu <EOP>
","anupallavi
pannagashAyi parulu vEDalEnu <EOP>
",,"caraNam
snAnAdi japa tapa yOga dhyAna samAdhi sukhaprada 
sItAnAtha sakala lOka pLalaka tyAgarAja sannuta <EOS>
",1,1
Tyagaraja,song348.txt,"pallavi
kuvalayadaLa nayana brOvavE kunda kuDmala radana <EOP>
",,"caraNam
mamata minci nIdu paini marulu konna nE nendubOdu <EOP>
kamanIyAnanamunu dalacucu karagi nilva jUDa vETi guNamu <EOP>
manasu delisi nIvu nannu maraci marava naTlunnAvu <EOP>
mahilO kali bhayamO rAvu mahimalEni dEvama nIvu <EOP>
dEva shirOmaNi nIvanucunu EvELa madini baDucuNTi <EOP>
anya matamu leruga shrI rAjanya bhajana jEsiti madi karaga <EOP>
nEnu bhuvini mAni nIvu guNa hInuDanucu pEru rAdO yani <EOP>
","caraNam
buddhi nosagi tyAgarAjuni vadda nilici pUjAgOnumu bAga <EOS>
",8,0
Tyagaraja,song349.txt,"pallavi
calamElarA sAkEtarAmA <EOP>
","anupallavi
valaci bhakti mArgamutOnu ninnu varnincu cunna natO <EOP>
",,"caraNam
endu bOdu nE nEmi sEyadunu eccOTa nE mora beTTudunu
dandhanalatO proddu pOvalen  tAla jAlara tyAgarAjanuta <EOS>
",1,1
Tyagaraja,song350.txt,"pallavi
nI pada pankajamula nE nera namminAnu <EOP>
","anupallavi
bhUpAlula garvambu lanacu koraka paramEshvaru cApamu druncina <EOP>
","caraNam
kOpamutO munu tApasi iccina shApamuna ahalya anudinamu 
cAparAti tanutApa morvani Apenu gani paritApamu dIrcina <EOP>
vanaruha tulita nayana sankrandana tanayuni bAdha sahimpani virOcana- 
sutu madi galigina bhaya megayaga ghana tama dundubhi bEnutala dannina <EOP>
","caraNam
jyAvaranuta jyAjAvara biDau jAvarAja shrta tyAgarAja 
jyAvarAja rudrA-vanIsura bhavanIya muni jIvana anishamu <EOS>
",3,1
Tyagaraja,song351.txt,"pallavi
nIku sari evarUrA nIvEgAni vErevaru <EOP>
","anupallavi
akkhu vAhana sutuDagu atyanta prEmatO bAguga praNavAdhAruDu bahu vidha phalam iccina <EOP>
","caraNam
candra sUrya sanakAdi munijana surEndrulu gandharva pramukhulu kanaka lakSa kumbhamutO 
skandavara sanAtana vasiSTha sapta rSi gaNAdula vArandaru urviki shubha mosagEDi c
intalO dhyAna yOga shIlAtava kumArA nandikEsha shiva bhakta gragaNayuva 
rAjya paTTAbhiSEka vivAha mahOtsava mantra hOma japamuna andamuga cokkumani 
mangaLa shObhanamulu pantamuga jEyuTa mandahAsamutO sankalpamu jEsina <EOP>
pakSi vAhana ghanuDu shrSTi kartulucEri sAkSAtkArinci sadAshivuni krpa jEsi
yakSa kinnaravara citranEna Urvashi kAkSigA sogasuganu nATyamu jEya akSayamani karuNatO
Adi viSNu dEvuni vakSasthaLa nivAsini lakSmI dEvi jUcuTa SaD-rasayuta bhakSaNamulu bahu vidhamula
maraga pakSamutO bhaktulaku parimaLa gandha sahita dakSiNayunu jErci truptigA iccina <EOP>
","caraNam
pancanada puramuna janincina nA pApamula tIrcina praNatArthi haruDu shrI
kanjadaLa nEtritO karuNa jUcina vEnuka uncavrtti bhajana unnatamuga jEsi
pannagAbharaNa nIdu pAdamula nammiti sancita kAmAdula sancalamu dIrci
vAncita phala mosagina vAridhi nI sannidhilO manjuLa vINa vENu mrdanga mahanIya
karakaLalu shruti jErci ranjita krti jEsEdi tyAgarAja sutuniki sthiramagu padamulucina <EOS>
",3,1
Tyagaraja,song352.txt,"pallavi
madilOna yOcana buTTalEdA maharAja rAjEshvar <EOP>
","anupallavi
padi vESamulalO rAma vESamu bahu bAganucu gOru nannu brOva <EOP>
",,"caraNam
iTTi vELa nIdu mattu jUpamani illalu nItO muccaTADaDO
nAraTTu nI manasu keTTu tOcenO rakSincuTaku tyAgarAjanuta <EOS>
",1,1
Tyagaraja,song353.txt,"pallavi
vallagAdanaka sItA vallabha brOvu nA <EOP>
","anupallavi
nI vallanATi bhakta caritamella vrAyanEdarA <EOP>
",,"caraNam
sthambamunanu taru marugunanu dimbhuDai yashOdayODini 
dambhuDaina mmucukuNDuni dAsi marugucu sambhavinci yuga 
yugamuna tyAgarAja vinuta kumbhakarEcaka viDulanu gOri brOcinAvu nA <EOS>
",1,1
Tyagaraja,song354.txt,"pallavi
nidhicAla sukhamA rAmuni sannidhi sEva sukhamA nijamuga balku manasA <EOP>
","anupallavi
dadhi navanIta kSIramulu ruciyO dAsharathi dhyAna bhajana sudhArasamu ruciyO <EOP>
",,"caraNam
dama shamamanu gangA snAnamu sukhamA kardama durviSaya kUpa snAnamu sukhamA
mamata bandhana yuta narastuti sukhamA surapati tyAgarAja nutuni kIrtana sukhamA <EOS>
",1,1
Tyagaraja,song355.txt,"pallavi
venkatEshA ninu sEvimpanu padivELa kanulu gAvalenayya <EOP>
","anupallavi
pankajAkSa paripAlita munijana bhAvukamagu divya rUpamu gonna <EOP>
","caraNam
ekkuva nIvani dikkula bogaDa akkaragoni madi sokki kanugona 
nikkamu nIvE grakkuna brOtuva lukkani merasE cakka tanamu gala <EOP>
EnOmu phalamO nI nAmAmrta pAnamu anu sOpAnamu dorikenu 
shrI nAyaka paramAnanda nI sari gAnamu shObhAya mAnAnghrulu gala <EOP>
","caraNam
yOgi hrdaya nIvE gatiyanu jana bhAgadEya vara bhOgIsha shayana 
bhAgavata priya tyAgarAjanuta nAgacalampumai bAguga nelakonna <EOS>
",3,1
